ID,1-738,1-739,1-740,1-721,1-736,1-737,1-741,1-750,2-738,2-740,2-739,2-741,3-749,3-740,3-750,3-741,5-736,5-738,5-721,5-737,5-739,5-720,5-740,5-752,6-750,6-738,6-739,6-740,6-752,6-749,6-741,6-737,6-736,7-750,8-680,8-684,8-719,9-719,9-752,9-738,9-736,9-750,9-739,9-737,10-752,10-749,10-748,10-750,12-680,12-719,12-718,12-756,13-756,13-752,13-719,13-718,13-753,13-755,13-747,13-736,13-748,15-768,16-716,16-756,16-757,16-666,16-718,16-758,16-680,16-768,16-759,16-669,17-756,17-757,17-712,17-747,17-755,17-718,17-753,19-768,19-666,19-716,19-756,20-712,20-759,20-758,20-761,20-757,20-756,20-709,20-760,20-710,20-711,20-764,21-712,23-763,23-761,23-764,23-709,23-708,24-712,24-761,24-709,24-710,27-761,27-763,27-709,27-708,50-712,57-749,57-747,57-746,58-749,58-748,60-749,61-749,61-752,61-748,61-747,61-750,62-749,64-749,64-750,64-741,64-752,64-744,64-740,65-750,65-749,65-752,65-748,65-738,306-766,306-765,306-769,306-764,307-766,307-769,307-764,307-765,307-702,307-762,307-763,307-636,307-635,307-700,307-703,307-771,307-638,308-766,308-763,308-702,308-764,308-765,311-763,311-762,311-702,311-703,312-763,312-702,312-764,334-764,335-765,335-759,335-764,335-768,335-761,335-758,335-760,335-712,335-709,335-763,335-666,335-756,335-757,335-766,336-765,336-768,336-764,336-763,336-766,337-763,337-765,337-764,337-761,338-766,339-763,339-761,365-766,368-768,368-666,368-668,368-766,369-768,369-668,369-671,369-666,369-767,369-766,370-768,375-768,541-668,deltaE
290,6.1034,5.0648,5.5281,13.0988,12.1622,9.1434,11.4859,8.3963,8.3612,9.1937,8.5374,15.0395,11.7761,10.2442,9.7526,14.9006,10.1381,5.9388,11.4348,9.8419,8.2159,15.0399,10.793,10.9573,5.5081,5.2916,6.4431,8.5112,9.5851,8.1436,12.314,9.3003,11.0269,8.8458,13.2004,13.6477,9.9896,7.0867,6.4729,6.8153,8.2229,7.2712,10.1477,9.7877,8.3422,6.9276,9.7357,8.4341,10.2563,7.3544,7.1432,10.3662,6.9255,6.4847,7.6183,7.2712,9.5446,10.5804,11.4919,10.9408,8.8441,13.3941,7.1318,6.0408,8.6803,9.3431,6.3305,9.0219,8.896,11.6072,11.3594,10.8747,5.9382,7.3321,9.8765,13.8179,11.0731,9.8994,10.8376,8.7543,10.8819,12.7612,11.028,7.6317,6.8893,11.1381,7.1577,8.6426,10.3274,8.6881,10.7177,8.8036,11.5201,9.3871,11.0379,7.0898,6.3407,6.4831,9.6631,12.4991,11.6724,7.7628,7.8296,9.9898,9.0267,8.1436,10.3688,12.1506,14.1634,9.5868,13.2152,16.3517,9.2186,11.0443,11.0412,6.717,11.482,9.8074,13.242,9.883,10.3855,8.8707,10.265,13.6571,14.1728,20.377,13.0191,9.0445,8.7967,12.9007,12.7996,11.1326,8.0171,8.8853,12.6448,13.2525,6.2001,10.3698,13.2059,8.5167,12.5444,14.1849,12.6515,16.1273,18.9025,11.6086,14.6827,13.1547,12.0507,9.1495,10.1822,13.2347,12.2721,9.0387,11.3105,13.1905,14.9357,15.0924,7.9673,13.8263,11.5707,7.165,6.7264,8.442,4.6808,4.5652,7.781,9.9559,9.3174,12.2777,12.4804,8.668,8.7341,12.9936,11.5022,10.2856,4.6304,5.9835,6.9293,8.6636,7.2737,6.3833,6.8093,6.959,10.1487,10.101,9.0866,13.5913,11.5469,9.1093,12.5742,9.6751,11.4578,9.934,7.8773,12.7357,11.4474,10.2981,12.9724,13.1587,10.8809,16.5235,-44.0455000000002
291,7.6394,8.2524,7.3328,11.7252,12.6749,11.2461,12.4568,11.0174,8.8984,9.4823,9.8873,14.0804,12.0051,10.298,9.6656,13.5688,11.1444,7.3436,11.6335,11.5961,9.8796,15.6705,11.131,12.4329,5.5844,4.8515,6.4813,8.2166,10.1482,9.0635,11.4741,9.7727,10.5477,8.205,13.1443,14.4948,10.2237,7.2336,7.4287,6.7989,8.1275,7.497,10.0321,10.0681,7.5393,7.6627,8.9299,7.3886,10.1237,7.9465,7.798,11.5386,7.2436,6.3183,7.7076,7.0157,9.6893,10.6746,11.8205,10.4071,9.6692,13.4062,7.6746,6.7071,8.9216,9.3983,6.8967,9.1241,9.8407,10.7531,11.7238,11.3227,6.9919,9.1652,11.3328,13.6962,12.0295,10.1122,11.1926,8.5815,11.0425,12.8841,11.387,7.8923,7.2605,10.75,7.2293,8.6956,9.9145,9.7998,10.7223,9.3893,11.717,9.3018,11.3771,7.3391,6.0776,6.2961,9.8186,12.42,10.7718,7.3121,7.9946,9.7105,7.7743,7.7902,9.2305,10.9667,13.9775,10.2236,11.9073,15.4477,9.6709,9.8659,9.4193,5.6792,9.7713,7.3344,10.959,8.6525,8.9902,6.3312,7.203,12.0227,12.2752,17.6638,11.9151,7.8214,8.1126,12.1286,11.6304,10.4945,8.5689,8.5445,12.1676,12.9289,5.4701,8.1311,10.6519,5.8985,10.8624,12.2559,9.9422,19.3965,21.831,10.5257,14.5651,12.0987,13.0107,9.2809,8.6869,12.2923,11.2124,7.8922,8.9646,11.3652,12.8735,13.8581,6.1191,12.9609,10.3218,7.5084,6.8208,8.8769,4.9996,4.2433,8.2919,9.5833,9.2645,12.1858,12.9821,9.0165,8.4139,12.8443,11.2172,9.9323,4.522,5.8888,7.0585,8.619,7.1413,6.1882,6.6463,6.9615,10.3296,11.0455,8.4155,13.4554,12.4275,9.7302,12.865,10.6725,11.3179,10.1746,8.717,13.8346,11.6673,10.151,12.2015,13.49,12.0407,16.2578,-33.7338999999988
292,5.7912,5.7727,5.3029,12.8508,11.337,8.8022,10.7234,8.6559,8.9456,8.8657,9.453,14.2828,13.2604,9.6167,10.1887,14.0563,9.8576,6.0523,12.2892,9.8348,8.1152,15.4442,9.67,10.9359,5.4703,6.1538,6.4197,7.9087,9.9087,8.8226,11.55,10.0812,11.3561,8.6215,13.0509,15.2244,11.0597,7.5862,6.4681,7.0698,8.2069,7.3448,9.5986,10.4298,8.0569,6.9171,8.189,7.7858,10.354,8.587,8.3675,10.8709,7.2333,6.7196,8.0302,7.9353,9.1185,10.018,10.9976,11.0225,7.8932,13.6625,8.198,6.0737,8.8898,10.3399,7.3416,9.2168,9.8605,11.6258,11.583,11.9686,6.5114,7.6879,10.0874,13.7226,10.912,10.829,10.6503,9.1077,11.524,13.5341,10.9452,7.7213,6.7716,10.3262,7.295,8.6451,10.1471,8.9643,10.175,8.341,11.2899,9.4095,10.9222,8.0119,5.977,6.4439,9.5253,10.9262,10.2475,7.5532,7.1037,8.5767,8.9707,8.9332,10.2791,10.3781,14.6759,10.5812,13.314,16.1161,9.5462,9.6534,11.498,6.9136,11.7402,8.8165,12.1354,9.6821,10.0711,8.1245,8.5349,13.0718,13.1813,18.1687,12.7878,8.2988,9.169,12.7353,12.4783,11.6561,9.6037,8.3307,12.5321,12.1525,6.6243,9.5812,10.9641,6.5051,12.08,12.039,9.4108,19.3875,21.9621,12.1459,14.9031,13.6075,13.6523,11.2277,7.679,13.5718,11.5232,9.3158,9.1691,11.6536,14.7306,14.8615,6.5178,14.149,11.4489,7.0356,7.1134,8.3593,4.7482,4.8125,7.7573,9.4834,8.7013,12.2514,12.7656,9.3064,8.763,12.3707,11.575,10.5476,4.7165,5.8786,6.2588,7.6888,8.3538,5.3143,7.1281,6.5645,9.8259,11.9796,7.7651,13.1449,13.0271,8.7755,12.1696,10.5787,11.6461,9.7282,8.8419,14.1888,11.3891,9.865,12.5076,12.9018,11.5429,16.5725,-30.020500000001
293,10.194,10.2693,10.4671,13.3509,14.6414,13.47,16.0152,12.5842,12.2418,12.7835,12.3606,17.603,12.6329,11.5445,10.1599,15.0202,11.9774,8.4263,12.7994,12.779,9.9992,15.171,12.1269,12.185,5.7553,6.0353,6.9951,9.4375,9.3677,9.4565,12.6006,10.4364,10.5794,9.0461,12.4679,14.615,10.5341,6.8719,7.3616,7.3315,9.0036,7.7986,9.8799,11.4764,8.1138,9.3653,10.0762,8.0948,9.7016,7.9262,7.4017,10.4376,6.9519,6.3045,7.7112,7.1843,8.954,10.3123,10.6797,10.8677,10.3766,13.302,7.4329,6.2995,8.7768,9.7997,7.037,9.653,9.6836,11.3738,11.837,11.5283,6.8656,8.9097,11.0936,12.6708,11.6192,10.5137,10.653,8.8957,11.2112,12.8656,11.3368,7.854,6.763,10.5062,7.7522,8.4488,9.6799,9.3031,10.5449,8.9546,11.4506,9.8101,11.5697,8.1072,6.1778,6.7304,9.2381,11.4368,10.8563,8.2196,7.6465,9.4707,8.9256,8.977,9.9383,10.7435,14.3444,11.7012,11.8138,15.0378,11.4,11.2508,11.6534,7.501,11.0365,9.095,11.8152,9.4987,10.76,7.9121,9.9093,13.4352,14.1321,18.429,14.6001,8.2527,8.7652,12.1595,11.7354,11.8885,9.1779,8.5155,12.3879,12.526,6.1275,9.2865,11.5109,7.1092,12.2149,12.6081,10.2209,17.7612,20.6764,11.9516,14.3998,13.2654,12.2887,9.8039,7.6701,12.7811,11.102,8.6628,10.3663,12.9097,15.7271,15.7641,6.171,13.8111,10.8476,7.2995,6.7134,8.4697,4.8675,4.8033,8.0471,9.9269,9.3521,12.4835,12.6798,8.991,8.8925,13.1252,11.5296,10.3191,4.4487,6.3115,6.5281,7.8176,7.8812,5.1409,6.8686,6.3783,9.6662,11.5099,7.7117,13.0342,12.9077,9.2917,12.9266,10.7154,11.7202,9.2372,8.2427,13.8393,11.2349,9.4188,12.3553,12.7919,11.901,16.8332,-32.3044000000018
294,6.5891,6.9171,7.9435,10.4619,11.1398,10.1047,12.9025,9.272,10.0353,10.9324,10.3332,15.4823,12.2838,11.1137,9.836,13.8737,12.6556,9.0566,12.5915,13.5258,10.8936,15.8973,12.9411,12.6887,5.4753,5.7508,6.9826,9.606,8.9315,8.9465,11.6223,10.174,10.6127,9.0195,12.8699,14.6838,12.2089,7.8292,7.4873,7.3139,9.5382,8.2299,10.2701,11.7168,7.8765,9.1621,9.6272,8.251,9.0652,8.7109,7.339,10.2842,6.8071,6.562,7.8885,6.952,8.6968,10.349,11.3986,11.0067,10.3226,12.7011,7.4707,6.2799,8.6812,9.2789,6.9845,9.0363,9.007,10.8192,11.0745,11.0279,6.5638,7.6049,9.6366,14.0438,11.7507,10.7555,10.9083,8.5664,11.0362,13.3426,11.2715,7.4793,6.2463,10.6301,7.128,8.271,9.7677,8.3794,10.0305,8.5371,10.8434,9.6106,10.767,7.5995,6.0108,6.4053,8.6803,10.8711,10.5933,7.2843,6.305,8.7268,8.5334,8.043,9.0233,9.8828,14.2822,11.8992,12.9823,16.397,11.2684,10.7158,11.7168,7.7021,11.2702,8.7121,11.9539,10.0591,10.524,6.8639,8.4586,12.2666,12.4259,17.9259,14.5749,8.2516,8.7875,12.0719,11.7197,11.5682,8.3819,8.2961,12.4026,12.597,6.2481,9.7519,12.023,7.8178,11.8327,12.6087,11.1989,16.202,18.9885,11.3301,13.4898,12.8779,12.1748,8.9643,8.4117,12.6292,10.8625,8.0087,9.1784,11.1072,13.5419,13.0936,5.8569,13.1259,9.943,7.3771,6.8945,7.9788,4.7907,4.7715,7.259,10.0882,8.8941,12.1299,11.4591,8.8886,8.9506,12.8258,11.5417,10.3554,4.2824,6.2675,6.5868,8.4902,7.5182,5.9687,6.3207,6.5952,9.9186,10.5747,8.1406,13.1439,11.9604,9.3293,12.4949,9.6038,10.7152,10.4499,8.3585,13.0735,11.9867,10.3273,12.6763,13.0726,11.6592,14.593,-28.8393000000005
295,8.4119,8.2576,8.6256,11.1126,12.2563,10.4099,12.9227,11.401,10.3971,10.2925,10.3927,15.0359,12.3867,9.4366,9.93,13.9104,12.0512,8.7286,11.9248,12.3002,9.9892,16.5496,11.4323,13.5283,5.5319,5.5278,6.3269,8.0403,9.4645,9.1609,11.3219,9.701,10.2401,8.8321,12.1682,14.2876,10.0809,7.0059,7.4741,6.5875,8.1588,7.7526,9.3789,10.7779,8.4064,9.4644,9.9956,7.6182,9.5637,7.9649,7.7219,11.1151,7.2981,6.2053,7.6517,6.7212,9.1276,10.9274,11.4105,10.3847,10.1742,13.0241,7.0775,6.444,9.1283,9.55,6.1302,9.4241,8.7184,11.228,11.6193,11.2179,6.3274,8.2482,10.7088,13.4548,11.4008,9.6487,10.4986,8.9807,11.5743,12.935,11.6159,8.2649,6.3952,10.3965,6.803,8.6061,9.9502,8.6624,10.0607,8.3886,10.9295,8.8299,11.4836,7.3755,6.0959,6.3367,9.1708,11.2166,11.6369,8.2922,7.7202,9.63,8.6229,8.1823,9.4246,10.2681,14.3785,11.5089,12.5212,15.9883,10.5435,10.0156,11.4754,7.4815,11.4337,8.7511,12.1515,9.0529,10.805,7.1849,8.0272,12.8763,12.8585,18.7161,11.1378,8.3585,9.4847,12.8073,12.3227,11.2929,8.4047,8.2395,12.2476,12.7803,6.6383,10.4645,12.9838,8.1966,12.8552,13.9765,12.0525,17.1758,20.158,12.2803,14.4376,13.488,12.5505,8.7121,7.9833,11.9064,10.8324,7.7682,8.8387,10.5984,12.9309,12.4403,6.2945,13.4665,10.744,7.2725,6.7863,8.2526,4.8578,4.7885,7.7369,10.2591,9.3584,12.8454,12.2474,8.9739,9.0628,13.1778,11.8996,10.1348,4.1656,6.0917,6.7901,8.3408,7.3118,6.0116,6.4564,6.991,10.1863,10.5368,7.9673,13.2411,12.364,9.1027,12.2255,9.8318,11.1527,9.4157,7.7183,13.7223,10.6872,9.6089,12.2482,12.8912,11.6758,15.244,-37.3289999999993
296,10.4296,11.0771,11.3022,12.7655,14.0734,13.9188,16.1649,13.6818,10.7153,12.367,11.3508,16.0114,12.7737,11.8815,10.128,13.8532,12.1751,9.1619,12.95,13.8414,10.8529,16.7331,12.9126,12.9417,5.9387,5.7514,6.9321,9.848,8.9439,8.8479,11.72,10.5561,10.0459,9.0077,13.4497,15.254,11.0681,7.4832,6.7459,7.6169,8.3423,8.1679,10.1813,11.8417,7.3021,6.3254,7.1755,7.5873,10.8543,8.4894,7.8237,10.9269,7.0475,6.4746,7.8868,7.1159,9.0337,10.2528,9.667,10.7247,7.5019,13.4456,7.8507,7.0981,9.9202,9.4648,6.9677,9.5232,9.9157,11.4025,11.6322,10.8625,6.7097,8.4245,10.1949,12.3073,11.6098,10.191,11.478,8.776,11.212,13.2587,11.7509,7.6217,6.0401,10.2294,7.1918,8.6612,9.734,9.1084,9.8109,8.4883,10.6139,9.3929,10.6168,7.2949,6.0722,6.2459,9.0745,10.9752,10.7376,6.6262,6.0807,8.0968,8.4897,8.0422,8.9729,9.7435,12.8737,9.8932,10.9798,12.8417,8.4342,7.4891,10.0719,5.5989,10.669,6.7007,10.0881,9.1645,8.2654,7.6122,8.2053,10.8435,13.0479,17.413,13.6257,8.094,8.5343,12.2606,11.7306,11.5101,8.937,8.4348,13.1393,12.7529,5.988,10.4174,12.3566,7.6969,12.759,13.2521,11.697,15.5303,18.9712,12.1481,15.2109,13.7594,12.5037,8.7375,9.1699,13.2106,11.4836,8.1832,9.2232,11.1133,13.4958,14.0218,6.5311,13.4277,10.3793,7.0988,6.5123,8.5793,4.8084,4.4136,8.2628,10.2865,9.2327,13.0615,12.9892,9.1265,8.8832,13.3985,12.6248,9.917,4.4232,6.3421,6.8301,8.6375,7.7334,6.3662,6.4364,6.8552,10.343,11.1328,8.4752,13.4231,12.8486,9.5845,13.7518,10.6346,12.8428,10.3656,9.5061,15.385,12.8467,11.581,14.2468,13.5671,12.5749,16.1684,-34.0377999999987
297,4.8855,5.7342,8.4448,10.0561,9.1915,8.5181,10.9521,8.1419,8.773,11.4802,9.5987,13.9573,12.7655,12.7503,9.9546,13.717,11.3462,9.0843,12.9765,13.443,11.6417,15.8166,14.8108,11.9367,5.2101,5.759,8.2019,11.4486,8.3717,8.6157,11.41,10.5475,9.6151,9.2856,12.0505,14.1057,10.0557,7.0019,6.3022,7.3424,8.0155,7.944,10.981,11.5795,7.931,9.3769,9.9285,8.7517,9.2757,7.5337,6.7436,10.2023,6.673,6.4143,7.5558,6.5062,7.8133,10.1583,10.9897,10.862,10.3545,11.6676,7.8575,6.97,9.1121,8.658,7.4374,9.0317,9.7378,9.8437,11.2898,10.4945,5.924,7.3487,10.0118,13.0293,10.8479,9.5083,9.3421,8.6769,11.4357,13.2131,11.07,7.6283,7.0155,10.9768,7.2302,8.4972,9.9438,8.8528,10.679,8.7454,11.3832,9.5028,11.0986,7.682,5.7491,6.2586,9.6256,10.9156,11.1816,7.3193,7.6118,9.5885,8.3473,8.8984,9.9634,10.0971,14.6498,11.3264,12.7231,15.8421,10.9853,10.9742,11.368,7.2422,11.1704,8.8619,12.1548,9.5748,10.4457,7.8906,8.6001,12.8761,13.3341,20.1402,15.4193,8.5003,9.3779,12.4167,12.426,11.6629,8.7415,8.966,12.5841,13.3176,7.1969,10.2436,12.64,8.3532,11.8086,12.6379,10.1198,17.3313,20.736,11.788,13.0297,14.0463,14.0431,10.1811,8.5025,12.8838,12.4841,9.6291,11.569,13.975,16.4424,15.8835,6.6464,13.4323,11.6782,7.0193,6.8077,8.4939,4.731,4.3817,7.9903,10.0218,9.1148,12.5239,12.9737,9.0308,8.9056,12.691,11.6092,10.2449,4.6574,6.0748,6.8732,7.9469,7.6016,5.6182,6.8642,6.9777,10.1344,10.6164,7.9188,13.4877,11.9758,8.9046,13.0536,9.7356,10.7248,9.972,8.6118,14.0931,12.4356,10.3063,12.2434,12.5198,10.6933,15.3337,-28.8069000000009
298,6.1697,5.2484,5.1338,11.0211,10.4285,9.1418,10.8213,9.9481,8.4142,8.4544,8.2343,13.5196,12.1628,10.6398,9.3081,13.6633,9.9166,6.3945,11.9346,10.6457,7.8865,14.4055,9.6671,11.4173,5.2837,5.4046,6.4663,9.2315,9.5073,8.8618,11.5589,10.0523,10.3669,8.5634,11.8945,13.2203,9.6072,6.434,6.204,6.3706,7.7344,7.4366,9.5896,10.2348,7.6245,9.021,10.6375,7.6296,9.5139,7.4502,6.6705,10.2487,7.1271,6.0552,7.6704,7.2423,8.5368,10.2056,12.7489,10.8892,11.1828,12.2237,7.9151,7.0789,8.8611,9.2165,6.7437,8.5512,9.1896,10.433,10.9663,11.2293,5.9353,6.9373,9.0951,16.0676,11.0956,9.9175,10.6783,9.0017,11.9961,14.0726,12.0249,7.9013,6.1598,10.1377,6.7856,8.7839,10.2574,8.5139,10.1941,8.6051,11.3122,9.205,11.0766,8.232,6.0962,6.5973,9.077,10.8048,11.0657,7.3088,6.9207,9.0076,8.9338,9.1562,9.6757,9.926,14.3898,10.6733,13.9735,17.3878,10.6353,11.8282,11.5448,7.5004,11.5483,10.0591,13.5645,9.4137,10.9555,7.8648,8.4221,14.9259,13.0836,21.3699,15.7559,8.2447,9.2858,12.3131,12.7464,11.4536,8.7936,8.1493,11.7191,12.0359,8.1203,10.1775,12.6096,8.8202,11.5017,12.5817,10.2867,16.3338,19.9127,11.5581,12.1502,13.7478,13.842,10.683,7.8896,12.6733,11.5515,9.2459,11.2998,14.0589,15.8703,15.1508,6.8014,13.5282,11.6547,7.178,6.7469,8.0273,4.6183,4.5315,7.5391,9.5398,9.1468,12.4326,12.066,9.055,9.1426,13.1697,11.638,10.2111,4.2674,6.2319,6.1729,7.6296,7.6887,5.4787,6.9457,6.4583,9.7793,11.5559,7.8247,13.0403,12.9894,9.8359,13.7641,11.2883,11.6847,9.5803,8.7886,14.4098,11.9131,9.7879,11.8906,13.1865,11.7185,15.7446,-39.2217000000001
299,5.843,5.7963,5.1982,11.7002,10.62,8.3541,10.4691,9.7335,8.6515,8.7937,9.0958,13.831,13.1616,10.0619,10.0031,13.9176,10.1881,6.8538,12.4189,10.5124,8.7154,14.7961,9.9198,12.2697,5.9568,5.0667,5.7864,7.8021,10.2765,9.5764,11.24,9.3725,10.4885,8.3527,12.9254,14.17,10.9027,6.706,6.6313,6.4443,7.3598,7.3184,9.2674,9.9201,8.4233,7.1676,8.8038,7.445,9.3494,7.5149,6.9413,10.7459,7.1718,6.5861,7.629,6.8341,9.6707,10.1135,10.7811,10.5544,8.0242,12.8272,7.1139,6.3025,8.7399,9.3885,6.1812,8.8864,8.6514,11.2731,11.4428,10.9501,6.512,7.9994,10.3642,13.9096,11.3881,10.2542,12.1148,8.3021,10.8022,12.5055,10.9294,7.3607,6.6509,10.5542,7.6057,8.048,9.5127,9.0454,10.3461,8.7076,11.4267,9.7955,10.944,7.7954,5.9895,6.7556,8.4819,10.9544,10.0395,7.7095,6.9725,8.9363,8.8231,9.4012,8.8086,10.5435,14.6499,9.2534,12.2463,15.2032,8.7025,8.8399,10.5434,6.2802,11.455,8.3753,11.8977,8.8411,9.9124,7.8554,7.6919,13.3366,12.9404,18.6803,13.1308,8.107,9.1693,12.7722,12.5645,10.899,8.338,7.9591,11.6754,12.2139,5.819,7.9147,9.9593,5.7596,10.1459,10.4368,8.3384,17.7708,21.1015,10.3242,12.6575,12.232,13.1469,9.9598,7.9269,12.3635,11.3969,8.6845,9.6531,11.6024,14.2037,14.7443,6.4268,13.5809,11.1446,7.2236,7.2715,7.7313,4.5376,4.6877,7.3758,9.5699,8.438,11.8509,11.6927,8.5374,8.9404,12.7026,11.0763,10.7306,4.5788,5.629,6.2076,7.3035,7.8953,5.2213,7.3381,6.839,9.8425,11.3494,7.966,13.3546,12.1274,8.885,12.5419,10.0014,11.2716,9.4486,7.7198,12.8812,11.1722,9.2483,12.1207,12.5813,10.6135,14.7079,-38.0732999999991
300,4.4777,6.1095,7.3753,9.7293,9.1406,8.6705,12.3779,8.1794,8.2565,10.3757,9.6516,14.9179,11.7443,11.1837,9.3099,14.2865,11.4856,8.4344,12.8772,13.0169,11.2047,14.9376,13.3234,12.4751,5.551,5.019,6.8067,9.33,9.6633,8.6624,12.684,9.6099,10.1299,8.91,13.1403,14.2868,11.1396,7.1365,7.1113,7.2053,8.4104,7.6129,10.2201,10.7009,7.9983,7.7091,9.2583,7.8285,9.3222,7.7747,7.0987,10.7354,7.2768,5.9954,7.8173,7.3188,9.4991,10.9089,11.064,10.4067,9.1257,12.7927,7.5494,6.5053,8.8023,9.7227,6.559,9.3012,9.1152,11.2514,11.6099,11.5449,6.6758,8.7059,10.7788,12.8875,11.7193,10.3059,10.9326,8.6851,11.1079,12.8034,11.1992,7.7317,6.8936,10.7027,7.3905,8.5848,9.9628,9.4936,10.5969,9.3804,11.6823,9.3921,10.8746,8.4232,6.058,7.045,9.3291,11.6853,11.2164,8.5627,8.2414,10.2352,8.4037,9.0265,9.3811,10.59,13.915,10.2249,12.044,14.4039,9.4901,9.9133,10.2303,6.1183,11.0832,8.3454,11.657,9.156,9.4609,7.0523,7.9887,13.1719,12.7934,18.5149,13.2599,8.0705,8.345,12.1151,11.9394,10.5209,8.6604,8.3925,12.0997,12.3311,7.0011,10.0136,12.2474,8.1707,11.3583,12.3433,10.1335,17.1198,20.547,11.6456,13.8484,13.604,12.8575,10.1944,7.3928,12.4863,11.235,8.9709,10.0259,12.442,14.6233,14.768,6.4452,13.6049,11.4162,7.6221,7.1311,8.1645,4.9263,4.7638,7.6542,9.6268,9.1378,11.6741,12.5145,9.1474,8.8478,12.8587,11.0489,10.7519,4.628,5.9761,6.4397,7.7483,7.9549,5.2176,6.9703,6.5464,9.2085,11.0907,7.7984,12.6477,12.0096,9.3076,13.2476,10.2415,11.3623,9.6894,8.5632,13.8382,11.9569,9.99,12.5076,13.1515,10.7141,16.6878,-41.0124000000005
301,6.2743,5.1707,4.5195,12.4642,10.8034,8.4495,8.5,8.3975,9.3131,8.5697,9.0796,12.6655,11.0447,9.3118,9.4191,12.8536,11.5154,8.6333,13.3981,12.4838,10.0503,15.8212,11.2762,12.3454,5.6794,5.4628,6.0965,7.8051,8.6491,8.3685,10.7165,9.7332,10.2194,8.8486,14.4306,14.8487,10.7015,6.3727,6.5175,6.6127,7.6561,8.0972,9.4896,10.7485,7.0249,8.4745,10.1494,8.4465,10.531,7.5238,6.5255,9.5475,6.5441,6.546,8.5655,8.4958,8.3647,9.9143,13.1358,10.9225,9.9515,14.3417,7.7683,5.047,6.1571,11.2479,8.7165,8.9521,12.4705,11.8627,8.6353,13.1954,6.565,8.0387,9.9382,15.6421,11.0755,11.5432,10.1161,9.9637,12.1592,12.3692,10.5951,7.7902,6.4106,11.9179,7.2246,8.6544,11.0681,10.4228,10.6218,8.3015,11.3193,10.3514,11.1842,7.9475,6.1623,7.8111,11.3308,11.1385,10.7961,8.3584,10.3356,9.8353,9.4437,9.423,12.9008,11.5451,14.9096,10.5577,13.0004,14.9802,9.5623,10.1552,9.3822,5.7765,9.4197,8.5531,11.9963,8.8874,9.2621,6.3288,9.1292,14.2117,12.1756,15.9879,13.4081,7.845,7.3592,10.5192,11.9019,10.4096,7.9368,6.0818,9.9361,9.6371,6.8107,7.5671,9.1545,6.1241,7.2361,9.6382,8.2512,15.4804,16.1387,10.3734,11.9323,12.4876,15.1559,9.3608,5.9495,9.4584,7.7691,6.4203,7.0446,8.7802,8.7995,13.1235,6.3814,11.664,10.0906,7.1574,7.7379,8.0051,5.1386,5.3326,7.9669,10.7352,9.1657,12.7621,14.2266,8.4409,9.5171,13.6167,11.046,11.1698,5.1155,6.1558,5.9844,7.5529,8.8505,5.082,7.5601,5.9061,9.1502,12.201,7.8811,12.4024,12.2339,9.0549,12.2656,10.2116,13.1875,10.5343,9.5832,13.0718,11.9265,11.3417,14.9144,13.7556,12.0276,15.5135,-51.3560000000016
302,6.223,5.1328,5.423,11.2518,10.4145,8.6791,8.9924,8.7965,9.2339,9.2783,8.9936,12.6538,10.3201,10.7698,9.6949,12.654,9.2945,6.7614,11.5757,11.065,8.9463,13.2892,11.3851,11.5906,5.3069,5.5389,6.3947,8.9624,9.6686,7.1469,10.067,9.9953,10.1126,8.5513,13.5411,13.7233,10.2983,6.4679,6.8754,6.644,7.7051,7.2795,9.9541,10.9489,7.3438,8.5868,9.4707,7.8925,10.57,7.5947,6.8724,9.1982,6.979,6.2029,8.3308,8.9398,9.2702,10.9269,14.0761,11.2316,10.4847,14.554,8.563,5.2403,6.9824,11.9754,8.811,9.1655,12.4666,11.7571,8.9377,13.5557,7.1768,9.0143,11.4808,16.9666,12.1194,11.6497,10.8452,10.5431,13.1269,13.0749,10.6933,7.4609,6.6296,11.3489,8.5776,9.0705,10.824,11.6583,11.0271,9.1861,11.4553,10.3496,11.5599,7.9194,6.5322,7.482,10.781,10.6066,10.2139,9.0048,10.3743,9.6703,9.0798,9.1601,10.9302,10.1681,15.8492,12.4849,12.607,15.3048,11.5832,10.7468,12.2128,8.0578,11.0513,8.6796,10.7436,10.479,9.5212,5.9546,8.7789,12.8235,12.3531,16.9151,14.0822,8.9637,8.2011,12.0264,12.0644,11.3292,8.0647,6.6626,10.7683,10.4972,7.4011,9.8537,11.936,7.933,9.9292,11.5105,10.5971,14.703,15.8461,12.1532,14.8902,14.0338,16.3649,9.214,6.7972,9.4136,9.4171,7.3643,9.2682,10.4066,10.9954,15.5527,6.197,11.6316,10.2093,6.3425,7.0439,7.4599,5.2124,4.5028,8.8727,9.9334,9.2909,12.1873,14.9731,9.0998,8.7997,13.2912,11.7605,10.4485,4.585,6.5346,5.9858,7.2342,8.2971,5.1243,7.5788,6.2552,9.0425,11.9658,8.0943,12.5504,13.2658,10.9153,14.2137,12.0235,14.4649,12.3915,11.4784,13.6031,14.3781,12.9147,16.0356,15.1544,13.4266,19.0899,-47.9285
